Datetime,username,tweets
2021-06-06,KiddoYosuke96,@Phiria0_Eguno0_ We all having stay at home once more...due to high cases...cant go out...
2021-06-06,feline_026,I have to stay at home for online school until 15th July and then go back to school in 25th July if there is less covid here I want to just... AAAAAAAAAAAAAAAAAAAA
2021-06-06,loey279211,"@cl0udkidd @anysbtrsya hyee , thankyou for the give away honey ðŸ¤ I hope you get straight A's for your upcoming spm result , please stay safe and stay at home ðŸ’š https://t.co/Ej1JrDodsM"
2021-06-06,FarahAtiqah,Sekian kisah untuk hari ni. Xde urusan penting stay la at home haha
2021-06-06,iamBANA,"The method on not to get rained on is, You can just avoid dark clouds. Keep on running ~~~~~!! Ah ?! Right, you can just stay at home huh? As expected, you're smart~~ I commend you, Fuse. I don't know why but I find this cute and funny"
2021-06-06,yusrymakmor,Stay Safe Stay At Home Semoga dipermudahkan segala Urusan Boss @HishammuddinH2O https://t.co/wQBgVOquSW
2021-06-06,zettyabdrashid,Aktiviti hujung minggu. Stay at home stay safe â¤ï¸ https://t.co/n9XEL8xslQ
2021-06-06,Referee_Zen,STAY AT HOME ðŸ¡ https://t.co/LzSwaYi1vT
2021-06-06,piqaful,If you register as a new member for this month or next month you can get a haven diffuser for FREEâ—ï¸and many moreðŸ¥³ with t&amp;c supply. DM ME OR CLICK THIS LINK https://t.co/FvzMH1vi82 STAY SAFE AND STAY AT HOME. #younglivingmalaysia #younglivingessentialoils #powerofplants
2021-06-06,staronline,"Covid-19: Malaysians should stay home, get vaccinated...and stop blaming others https://t.co/ZHb1iq47yg  https://t.co/ZHb1iq47yg"
2021-06-06,staronline,"""The virus does not care who you are â€“ anyone can get infected. And the only way we can get out of this immense disaster is for everyone to all work together."" - Leesan  https://t.co/ZHb1ipMwGI"
2021-06-06,MitchCho,"Good afternoon &amp; happy Sunday DJ @radiogreenman &amp; #everykawan! This video is probably how stress stay home mean.. ðŸ¤­ðŸ˜‚ðŸ˜‚. Stay safe everyone! @April7Annie, hooe you are feeling much better today! ðŸ’ðŸ’ðŸ’ªðŸ¼ðŸ’ªðŸ¼ https://t.co/DWHjeSxGeL"
2021-06-06,adi_zarul,Semoga Allah permudahkan urusan kalian!!!! Stay at home gias!!!! https://t.co/kNquTUvac1
2021-06-06,VectrumT,Stay home stay safe
2021-06-06,Shahir_EmirzaII,Hello Sunday..!! Stay home stay safe.. https://t.co/znnQdcERMq
2021-06-06,TwoSpd,Why are you MOFO's so damn stubborn. Stay home la. Some of us really want this crap to end so we can start earning a living again. I have no sympathy if you thick headed buffoons contract the disease and die! #idiots #Stayathome https://t.co/TvHwQ0JxAK
2021-06-06,ilibeomie90,"Penang is like my 2nd home.. Dari kecik will always go to Penang. Cuti sekolah bln 12 every year my fmly &amp; my pak su's family with tok wan &amp; tok will go holiday in Penang.. Semua hotel kat Penang tu dah pnh stay. Kecik dlu zmn xde online booking, we would go to every hotel tny"
2021-06-06,TheOnlyFatin,"Happy Weekend semorang, selamat duduk rumah. Keep calm, jaga SOP, stay at home and lets watch #RADHE https://t.co/9FPTihQ8Or #tontoncinemaRadhe https://t.co/j0IEviUj3X"
2021-06-06,hanisafwan_,"to all malaysians, i just wish wish wish that yall stay at home, pelajar form 4 and form 5 dah tak larat nak pdpr, some of us can't even see our own future, kitorang semua nak sekolah bukak ðŸ˜”"
2021-06-06,rimau_ngo,Our next stay at home weekend activity is a tiger word search! You can download the PDF version and answers through the link in our bio. https://t.co/6T8MNUIzMR
2021-06-06,msIrumikhoo,Dilemma of the day. Jimat but risky: keluaq pi campus. Submit/collect segala surat/borang. ambik barang poslaju then pi mydin beli barang. Safe but expensive: stay at home. Email everything. Order in. Poslaju can wait.
2021-06-06,PantaiHospAK,"Stay safe at home and consult your preferred specialist! eHealth is an easy to use, private and secure online platform connecting you to our specialists. For more information, please click https://t.co/h6LAtOnKgd #StaySafe #StayHome #WeServeWeHealWeCare https://t.co/9KhJv1UxtT"
2021-06-06,jimcheong,@UberFacts Grow up Matt! Stay the f**k home!
2021-06-06,nshameera1,@ansnisnis Done&lt;3 Thank you sm for the ga! Stay safe and stay at homeðŸ™†ðŸ»â€â™€ï¸ðŸ’— https://t.co/Jlt3Nq2qyS
2021-06-06,inushi04,@Donadale16 Same here stay at home DONNY MAYMAY ASAPKiligMemories @maymayentrata07 @donnypangilinan
2021-06-06,samuelturgesh8,@Elven_Warrior5 Stay at home bro
2021-06-06,xxatullee,Selalu aku la yg terpaling tau kalau dlm mggu tu ada cuti public. But why aku baru tau esok cuti public eh? Lama sgt ke stay at home ni smpai tak bother tgk calendar.
2021-06-06,tjayamalarJ,Stay Home and enjoy the day with our @Siva_Kartikeyan 's movies #REMO #SEEMARAJA #RAJINIMURUGAN https://t.co/TJ2pJBbprn
2021-06-06,NashHamzah,"STAY HOME, STAY KOOL! Jangan lupa dengar Carta Spotlite Kool kejaplagi pukul 12 tgh hari-4 petang! Tema minggu ni? ROCK &amp; DANGDUT! Harini WFH, nak request lagu? Boleh pg ke INSTASTORY: nash.hamzah ðŸ˜„ðŸ¥³ #onairfromhome https://t.co/S11sA5yjDv"
2021-06-06,IMMUHDHILMI,"Takle pkp kan , stay at home ma homies . https://t.co/tM9xnRA8CF"
2021-06-06,7Bartanuar,@OfficialJohor Yess we stay at home.. But we got no ðŸ’° ðŸ’°
2021-06-06,AriAiren,"@akakposto Hye semua! AlangÂ² kene stay at home ni apa kata kita join Online Mandarin Class. Boleh senang communicate dengan chinese client/boss/patient,demand gaji atau secure current job. Berminat boleh picit link dibawah. https://t.co/MNNBnfeyYo https://t.co/UtLTbSYR5h"
2021-06-06,izaanfly,@SumandakSabah_ Stay at home and stay safe ging.
2021-06-06,APOM_MY,Stay at home diam-diam and play Chuplah Card Game! Available now at https://t.co/QSaAQsW1qj Click at the link for online purchase: https://t.co/3xycGjrIrH #apom #apieceofmalaysia #jomsupportlocallah #malaysiacardgame #chuplah https://t.co/GS7NoWTuTd
2021-06-06,ombakvillalgk,"Stay home, stay safe. We'll see you soon. When was the last time you were out without a face mask ? #repost @rachaelwong https://t.co/EzBNujzuot"
2021-06-06,playperfume,Penatnya lah stay at home ni. Mental. Sampai bila agaknya ðŸ˜Ÿ
2021-06-06,Kallang22,"@calvinfroedge I am so sorry to hear that, I hope one day you will know the comforting warm of a proper house and a cooked-home meal. Stay strong ðŸ’ª"
2021-06-06,dqeen,"Adik aku n family dia pun da kena swab. Punye teruk covid wave kali ni, yg dekat2 dgn kita pun da start jadi close contact.. tak heran kalau jiran ko, sedara mara, kengkawan yg dok dekat dgn ko pun bawak covid. Stay home, stay home!"
2021-06-06,pharmaniaga_bhd,"Did you know that a total of 82,341 children were infected with #COVID19 between 29 January to 30 May 2021?The virus is already in the community. Protect your children by following SOPs and please stay at home. #Stayathome #Malaysialockdown https://t.co/NU3OLTYRci"
2021-06-06,kakcumii,"@collegemenfess team pak nadiem. ini udah berapa lama libur dengan alasan ""mengurangi angka corona?"" apakah ada hasilnya? apakah berkurang? apakah masyarakat beneran stay at home? gak adil rasanya kalau cuma sekolah yang ditutup. kenapa tidak disamaratakan aja semua?"
2021-06-06,Mohdfirdaus0,@zack_rockstar @SanusiMNor @IsmailSabri60 @MuhyiddinYassin Stay home stay safe â˜¹ï¸
2021-06-06,hiddendarksid3,@traveldaddyMY Stay home staysafe daddy
2021-06-06,AspirantSG,[NEW POST] Curb Stay-Home Blues With Zouk Omakase Delivery &amp; Retail Bundle https://t.co/9URgfLL38Z
2021-06-06,SitiFairuz20,"Good morning positive sweetheart! 8.45am here. Stay health, happy and stay home! #SidNaaz"
2021-06-06,tattaka0_0,Stay at home ã¾ã˜ãƒã‚¿åˆ‡ã‚ŒðŸ’¦
2021-06-06,nrerrazatul,Stay at home lah harini ðŸ˜‚
2021-06-05,APOM_MY,Stay at home and eat a lot of kaya diam-diam. Available now at https://t.co/QSaAQsW1qj Click at the link for online purchase: https://t.co/shC8bL3Bjg #apom #apieceofmalaysia #jomsupportlocallah #malaysia #mcoraya #rayattitude #hatersgonnahatemeegonnagoreng #laksalavista https://t.co/APwzZwV2px
2021-06-05,inangbitesn9,"SWEET TOOTH FOR YOUR LOCKDOWN DAY.'Inang Inang Melaka' with fully coated Premium Dark Chocolate and sprinkles of almond nibs on the top. Super crunchy, less sweet and just nice. Get yours now and have a great weekend. Stay safe and stay at home. #InangBitesSenawang https://t.co/ZTlvLsyHjn"
2021-06-05,saf1wahab,"yg berkerja, selamat berkerha. yg tak, just stay home."
2021-06-05,iskonglasalista,Sen. Sherwin Gatchalian deplored the imposition of tax increases on private educational institutions at a time when they are struggling to stay afloat amid the coronavirus disease 2019 (Covid-19) pandemic. https://t.co/zNZorC2fos
2021-06-05,MiltonGohBlog,"Mind: â€œI should go out and face the danger head on. Anyway, God will protect me and His angels will keep me in all my ways.â€In the spirit: â€œNo, donâ€™t go out today. Stay home and the danger shall pass. Trust the leading in your spirit. It is Godâ€™s protection. Be led by peace!"
2021-06-05,keikichicosplay,"Our country, Malaysia under third lockdown until June 14th and it depends on @KKMPutrajaya 's decision either extend lockdown or terminate as usual. So stay safe and stay at home, lets play #GenshinImpact together! XD https://t.co/qcr9MKwUa8"
2021-06-05,dianakmal_,"@Shahirahzai Ify haha sanggup puasa selalu, reject hangout if hiburan, Kira bajet makan sehari tak boleh lebih rm10 haha . ODL mmg susah tapi good part stay home at least tak kelaparan :)"
2021-06-05,IAmSundaySensei,"@ShawnMako_ Covid, stay home."
2021-06-05,drizham,"@HoldiHood They had one year to solve this ... now ... release the kraken, no rules no masks whatever, you can stay at home if you don't want to get sick ..."
2021-06-05,zaku709,Iâ€™m so sorry Iâ€™ll stay radio silence for the next couple of day o(&lt; Got told that my dearest grandpa passed on peacefully while taking a nap after dinner on the couch back in my home country and Iâ€™m still trying my best to process the fact that heâ€™s no longer with us o(&lt;
2021-06-05,eddydaud,"@zt000tz Stay Home, Stay Safe."
2021-06-05,iKingVele_Le,@LeinaKeEng Stay home
2021-06-05,widazakaria,Stay at home. Jaga diri. ðŸ¥º
2021-06-05,BenjaminHFT,@ShopeeMY most shopee vouchers requires shopeepay as payment method. Items w discounts (less stock) free shipping all sapu habis due to d fact that theres glitch in shopeepay. Buyers time wasted. covid19 all stay at home shop online now what? who's gonna bear all these lost?
2021-06-05,afiq_rudh,"Aku habiskan masa 7 tahun sekolah asrama. Tiap-tiap hari routine yang sama. Belajar gila-gila sebab nak masuk universiti . End up kena belajar online, hadap assignment and stay at home macam orang bodoh. Apa beza sial ODL dengan asrama ?"
2021-06-05,devarshiwaghela,"World just saw 3.7 million deaths and we have all these ""back to work"" because someone doesn't know how to use zoom properly and hates their kids. If you can't be productive at your home, stop distracting yourself with Instagram. Stay home, stay safe. #WorkFromHome #productivity"
2021-06-05,iammaric_,COVID-19: Iâ€™m going to make people just stay at home https://t.co/2Zf3Keu9pu
2021-06-05,PBysiblings,Stay at home and stay beautiful. Donâ€™t turn MCO into â€˜Makes Cincai Outfitâ€™ðŸ˜œ https://t.co/gmH0USSlEP
2021-06-05,RisingValue,"@imigresenmy Its not surprising how Govts around the world misuse their power, and like to oppress ordinary helpless people. Why chase after migrants and forcing them to get vaccinated ? They are not your pigs, and you donâ€™t decide for them. Stay at home with your family Sir! such a cunt."
2021-06-05,Ramess_06,"@tnvfcsai_vijay @TnvfcOfficial @actorvijay @TanushV27 @DeviOfficial7 @Bala4Vijay @DonThousif @Itz_me_vj @ItzProfessor @Priya_Vijay2 @squad_plus3 Stay home, stay safe Nanba's and Nanbi's!"
2021-06-05,abukitol,@AlawiyahYussof tambah bila part diaorg sebut we love you..we love you..so stay home..geli rabak nak mampus..
2021-06-05,JoshLee75167117,@beritartm @RinaMohdHarun @DrAdhamBaba @Khairykj @DGHisham @KPWKM @KKMPutrajaya @officialmosti Let the children stay at home and consume a lot vitamins. Dont let children go out from house. They are future that we should protect! Just fix something for online education instead. Please.
2021-06-05,thewawawax,"Guys please stay at home if takde urusan penting. Penat nak hidup dengan covid everywhere. I pun keluar rumah seminggu sekali je sekarang untuk beli groceries, tu pun sebab Ilham tak reti nak beli sorang ðŸ¤£"
2021-06-05,syedhadzim,"@fznrlia Adil tu 1 thing, if all are not totally lockdown, imagine if, as a people, we really stay at home only keluar when perlu and if luar dr rumah, we really follow social distancing and kerap basuh tgn or sanitize if we follow that insyaallah case leh turun."
2021-06-05,eddydaud,"Seems the lockdown is to buy time as the Gomen ramp up the vaccination rate for us Malaysians Bro. The way out of this pandemic is by vaccinating the population. Mean time protect ourselves n family - Stay home,wear face mask if u go out n lets help push the vaccination program. https://t.co/a4FP3L4wS6"
2021-06-05,fauznsyzwn,@_syazanii Stay sop jangan lupa ikut home
2021-06-05,AleyaRahman1,Pls la gaisss just STAY AT HOME AND SHUT UP!! close your mouth ðŸ‘„ and put down your finger plss write âœï¸ only whats good thing!! ðŸ˜’ https://t.co/sYEljA4NXC
2021-06-05,dvyaclara,"Just checking in..Day 16 on lockdown at home. Drove out once to get essentials.Lost 2 people I know to Covid. Very demotivated and tired about everything. But eventually, constantly reminding myself that I'm doing this to stay alive &amp; keep my family safe. Take care everyone"
2021-06-05,abel_ctz,@mattlod Oh. Tu sekejap je. Just stay at home...
2021-06-05,ida_mazlan,Agree wt yr point but I don't agree that its at d expense of her life. Most mom stay home bcos its their choice wt own reasons. Childcare is work! It may not come wt mthly salary but surely hv its benefits. https://t.co/orgC3cBAlQ
2021-06-05,Ashraf_Ayu,"@fahmi_fadzil @MKNJPM @KKMPutrajaya I think it's not about any scientific basis, rather encouraging people to stay home. All those who need hair dye/gel, f/masks, etc are not going to be seen outside. Certainly no one's going to be hurt for not buying those non-essentials."
2021-06-05,nazrinajjar,"If you had to ask â€œDari A ke B ada roadblock tak?â€, that means you don't have any business to go to whatever place that you intend to go. So just stay at home!"
2021-06-05,enylyana,My daughter asked me: E : esok mummy cuti? Me : ye cuti E : mummy stay at home with ayah and Elena? Me : yes why? E : ok nanti makan nasi lemak ye? I wanna be SAHM real bad ahh camni!!!
2021-06-05,nadiramazlan_,duduklah di rumah gais. i kena infection kulit and supposedly kena tahan ward. masuk ward pagi but dr suruh discharge petang tu and jadikan i as outpatient sbb tknak ada risk terkena covid di hosp. hospital kita memang dah di tahap kritikal dah sekarang. stay home plsðŸ¥º https://t.co/zwEjap0UtS
2021-06-05,HannanJohor,"Hai macam mana lockdown hari ke 5 ni, skin , hair semua ok tak stay at home tapi keperluan utk skin dan hair jgn ditinggalkan ok â˜ºï¸"
2021-06-05,MewPandaMY,stay home stay gold with mew suppasit. @MSuppasit #ShareYourGOLD
2021-06-05,neyrashazeyra,"Yang suka sangat merayap tu ni abam polis #RADHE nak mai datang tangkap hang. Stay at home, pi masuk https://t.co/snEldsPxkT atau apps tonton nanti korang boleh layan Salman Khan lawan orang jahat! #tontoncinemaRadhe https://t.co/x3b5kIZ9BT"
2021-06-05,Luna_suppasit,What did you do when stay at home? Me : Eating. #ShareYourGOLD @MSuppasit
2021-06-05,MewJus,Stay home stay gold How to make use of yr time at home? #ShareYourGOLD @MSuppasit https://t.co/v0VJL1OuTF
2021-06-05,aisytheweird,"I just starting to stay home instead of menyewa luar. Today he decided to ask me ""kenapa along nampk penat sangat hari2. Cuba tengok abang adik tu semangat je"" if only he knows how I've been like this since day 1 i work as a nurse. Im always like this."
